activity_name,geography,reference_product_name,reference_product_unit,reference_product_amount,climate change: total (incl. biogenic CO2): global warming potential (GWP100) [IPCC 2021 (incl. biogenic CO2)],climate change: fossil: global warming potential (GWP100) [IPCC 2021],climate change: biogenic (incl. CO2): global warming potential (GWP100) [IPCC 2021 (incl. biogenic CO2)],climate change: direct land use change: global warming potential (GWP100) [IPCC 2021],climate change: aircraft emissions: global warming potential (GWP100) [IPCC 2021],climate change: global warming potential (GWP20) [IPCC 2013],climate change: global temperature change potential (GTP100) [IPCC 2013]
"market for electricity, high voltage",BR-South-eastern/Mid-western grid,"electricity, high voltage",kWh,1,0.2504994804805564,0.1062048894945466,0.1270753830690119,0.0172192079169979,2.2983410475212518e-10,0.2168740619981714,0.1198250545300753
"market for electricity, high voltage",BR-Southern grid,"electricity, high voltage",kWh,1,0.1347244073372206,0.0914568467584166,0.0209779266231185,0.0222896339556853,1.2508688211143418e-10,0.2198138842143288,0.1132043262861476
"market for electricity, high voltage",BW,"electricity, high voltage",kWh,1,1.07892596120419,1.080740175180619,-0.0026558456544944,0.0008416316780651,5.487569413391461e-10,1.236536842715099,1.013588256375105
"market for electricity, high voltage",BY,"electricity, high voltage",kWh,1,0.6005163740331072,0.600125938619047,0.0001670109738734,0.0002234244401867,1.435820283110678e-09,0.726701517635818,0.546079436484685
"market for electricity, high voltage",CA-AB,"electricity, high voltage",kWh,1,0.6824691889740053,0.6820224553181712,0.0003296826844462,0.0001170509713878,1.228523128459855e-09,0.7768400958436976,0.6422443238466571
"market for electricity, high voltage",CA-BC,"electricity, high voltage",kWh,1,0.0797644382996148,0.0784743422034568,0.0012723185259318,1.777757022610846e-05,1.352171660650778e-10,0.0896774639574381,0.0742407159588947
"market for electricity, high voltage",CA-MB,"electricity, high voltage",kWh,1,0.0751477796814705,0.0328925412856367,0.0052878591126608,0.0369673792831729,5.979500671626355e-11,0.0888666309126945,0.0694337578753944
"market for electricity, high voltage",CA-NB,"electricity, high voltage",kWh,1,0.3350680982066206,0.3232527463120337,0.0012406933696873,0.0105746585248995,3.740081871487053e-09,0.3666400166013875,0.3216893426431069
"market for electricity, high voltage",CA-NF,"electricity, high voltage",kWh,1,0.0756120576668098,0.0326849736554268,0.0053524304583627,0.0375746535530202,7.512342081157605e-11,0.0911669303689238,0.0690999911434364
"market for electricity, high voltage",CA-NS,"electricity, high voltage",kWh,1,0.7959043690590927,0.7928988289444441,-0.0005666651604614,0.0035722052751101,1.145990767267306e-09,0.8861579028445264,0.7589228067263655
"market for electricity, high voltage",CA-NT,"electricity, high voltage",kWh,1,0.2940765785131734,0.2789467657959721,0.0019219876421071,0.0132078250750941,4.011283657541456e-10,0.3400795354932096,0.2740487224059621
"market for electricity, high voltage",CA-NU,"electricity, high voltage",kWh,1,1.180878551695983,1.180552543992298,0.000253395990226,7.261171345871976e-05,1.394049479565721e-09,1.353850171740409,1.104711279855718
"market for electricity, high voltage",CA-ON,"electricity, high voltage",kWh,1,0.085693015602467,0.0739793229787362,0.0018729358078879,0.0098407568158427,8.7121310613434e-10,0.101020961573143,0.0786380328323671
"market for electricity, high voltage",CA-PE,"electricity, high voltage",kWh,1,0.253361251480014,0.244714911221873,0.0009160363094212,0.0077303039487196,2.828900303578407e-09,0.2777097062933988,0.2429928848037685
"market for electricity, high voltage",CA-QC,"electricity, high voltage",kWh,1,0.0247977842477659,0.0121938872957938,0.0009138613623766,0.0116900355895954,1.2370262414364442e-08,0.0287015059019604,0.0233429209905354
"market for electricity, high voltage",CA-SK,"electricity, high voltage",kWh,1,0.7257210068246192,0.7183713721893489,0.0009566454573433,0.0063929891779268,8.627944443751246e-10,0.8013552084081828,0.693659776857614
"market for electricity, high voltage",CA-YK,"electricity, high voltage",kWh,1,0.123409061574617,0.1233935198594639,3.086211707295425e-06,1.245550344585172e-05,2.1271107760375378e-10,0.1442104146144735,0.1143032845329741
"market for electricity, high voltage",CD,"electricity, high voltage",kWh,1,0.0084961924886605,0.0085114382654425,-2.216715975814768e-05,6.921382976170629e-06,4.1685997021238137e-11,0.0095032940933561,0.0080129323341102
"market for electricity, high voltage",CG,"electricity, high voltage",kWh,1,0.0096970169300939,0.0097152519604513,-2.619361996619623e-05,7.958589608878858e-06,4.690130698428695e-11,0.0108539155603216,0.0091549613816286
"market for electricity, high voltage",CH,"electricity, high voltage",kWh,1,0.0193798431075847,0.0181125714700966,0.0012547324605831,1.253917690493671e-05,5.4784479744632916e-11,0.0209160270521007,0.0171573790322386
"market for electricity, high voltage",CI,"electricity, high voltage",kWh,1,0.582719694814338,0.5826322133684531,4.416998299838181e-05,4.331146288674247e-05,1.536991204776739e-09,0.7193609708059642,0.5240775053335264
"market for electricity, high voltage",CL,"electricity, high voltage",kWh,1,0.6046185712893387,0.6049957728680952,-0.0004355255087459,5.832392998935988e-05,6.913331733418765e-10,0.6987409149083444,0.5645668083394159
"market for electricity, high voltage",CM,"electricity, high voltage",kWh,1,0.1332854130645681,0.1332608315124297,8.862583750610581e-06,1.571896838780551e-05,2.016668494587992e-10,0.152682003829304,0.1247730053471607
"market for electricity, high voltage",CN-CCG,"electricity, high voltage",kWh,1,0.8439573246004705,0.8487671887830538,-0.0055608066932979,0.0007509425107146,4.079964495908939e-10,0.9512413393794876,0.8060074734754812
"market for electricity, high voltage",CN-CSG,"electricity, high voltage",kWh,1,0.5770111648873317,0.5799988643291282,-0.0033963326292889,0.0004086331874923,4.1130904809254824e-10,0.6551239892407312,0.5483402889680408
"market for electricity, high voltage",CN-ECGC,"electricity, high voltage",kWh,1,0.7480185210311423,0.7520255388249385,-0.0044888123737858,0.0004817945799897,4.817626897594616e-10,0.8469302021458085,0.7119965784887131
"market for electricity, high voltage",CN-NCGC,"electricity, high voltage",kWh,1,1.030247048930094,1.036837407318084,-0.006815576426456,0.0002252180384659,5.215319074714383e-10,1.162433881822242,0.9832953865640358
"market for electricity, high voltage",CN-NECG,"electricity, high voltage",kWh,1,1.205386114275842,1.213352133174963,-0.0082458458113191,0.0002798269121975,5.435430253078746e-10,1.357177606850491,1.152131193703616
"market for electricity, high voltage",CN-NWG,"electricity, high voltage",kWh,1,0.9080345549847282,0.9141360824127736,-0.0061432837096808,4.175628163535466e-05,4.2519037113844656e-10,1.02212011085383,0.867895801847928
"market for electricity, high voltage",CN-SWG,"electricity, high voltage",kWh,1,0.3388550353348685,0.3409337120347958,-0.0021654835022259,8.680680229875759e-05,2.1419876067711457e-10,0.3835719741699612,0.3227121807315755
"market for electricity, high voltage",CO,"electricity, high voltage",kWh,1,0.1852862915797454,0.1335953067169293,0.0291249575368984,0.0225660273259175,2.281771423392237e-10,0.2626739082413233,0.1537726254531014
"market for electricity, high voltage",CR,"electricity, high voltage",kWh,1,0.0376835261990249,0.0120757565882484,0.0253900045391442,0.0002177650716322,7.07804085048877e-11,0.0147742883314754,0.0116344809463106
"market for electricity, high voltage",CU,"electricity, high voltage",kWh,1,1.063759283570606,1.063437919818077,0.0002564040166427,6.495973588688634e-05,1.351605206302305e-09,1.225828165431599,0.9925819528365634
"market for electricity, high voltage",CW,"electricity, high voltage",kWh,1,0.7955207803669089,0.7952597971474683,0.0002098908116635,5.109240777712113e-05,9.871323044985982e-10,0.9124309397890238,0.7441124613653163
"market for electricity, high voltage",CY,"electricity, high voltage",kWh,1,1.092001492648131,1.089508747488654,0.0024244929581555,6.825220132102235e-05,1.310692144233894e-09,1.250064739248891,1.019541663105353
"market for electricity, high voltage",CZ,"electricity, high voltage",kWh,1,0.6597454580365242,0.6538742179453654,0.0048111911202096,0.001060048970949,2.476548884541095e-10,0.7114420553668414,0.6316038477388083
"market for electricity, high voltage",DE,"electricity, high voltage",kWh,1,0.5189375559617319,0.4745276483028272,0.0435810952008501,0.0008288124580545,3.890439887069159e-10,0.5282064735326915,0.4575955454767567
"market for electricity, high voltage",DK,"electricity, high voltage",kWh,1,0.1847063970825553,0.1743820768739116,0.0096007296735687,0.000723590535075,3.091487521986491e-10,0.2015843150637017,0.1658064147148771
"market for electricity, high voltage",DO,"electricity, high voltage",kWh,1,0.7956149842122953,0.7789241504099141,0.0164964595619294,0.0001943742404516,1.0727399903965402e-09,0.9124084299261276,0.7217718727673046
"market for electricity, high voltage",DZ,"electricity, high voltage",kWh,1,0.7136786693288497,0.7135782097275553,5.535354604765017e-05,4.510605524672666e-05,1.807857650281177e-09,0.8811414854055535,0.6415404673187474
"market for electricity, high voltage",EC,"electricity, high voltage",kWh,1,0.0809062264424706,0.0748427342660775,0.0056768864806863,0.0003866056957067,1.377220421553424e-10,0.0890438151548928,0.0699553944993118
"market for electricity, high voltage",EE,"electricity, high voltage",kWh,1,0.4731256908183316,0.4689204152549464,0.002591888501708,0.001613387061677,7.907077227065965e-10,0.5471808057383873,0.4393116608798722
"market for electricity, high voltage",EG,"electricity, high voltage",kWh,1,0.6566063973269558,0.6564908688185088,7.607367359861306e-05,3.945483484824098e-05,1.560658285838914e-09,0.804091357002178,0.592781957450604
"market for electricity, high voltage",ER,"electricity, high voltage",kWh,1,1.066780083852277,1.066447050188658,0.0002675956997616,6.543796385755051e-05,1.267339287800058e-09,1.223416677645308,0.9978747371591478
"market for electricity, high voltage",ES,"electricity, high voltage",kWh,1,0.1975240152849773,0.1930486878722675,0.001777996230671,0.0026973311820387,4.709607483520112e-10,0.230856277864683,0.1814063355846317
"market for electricity, high voltage",ET,"electricity, high voltage",kWh,1,0.0159369717254019,0.0159517389195219,-3.497077432733701e-05,2.020358020733066e-05,1.645238854296856e-10,0.0182578504873427,0.0151758240349358
"market for electricity, high voltage",FI,"electricity, high voltage",kWh,1,0.197311324353056,0.1922143086833384,0.002385896589504,0.0027111190802134,4.5848104910019637e-10,0.2241400674068809,0.183325235432816
"market for electricity, high voltage",FR,"electricity, high voltage",kWh,1,0.0760609108838864,0.0739117979930026,0.002080269165133,6.884372575085182e-05,1.68077252997531e-10,0.0853074201063329,0.0693746235951305
"market for electricity, high voltage",GA,"electricity, high voltage",kWh,1,0.3447966119504129,0.3447402393582737,3.098860948810136e-05,2.538398265111324e-05,7.914303374271278e-10,0.4186160643559547,0.3128870824235838
"market for electricity, high voltage",GB,"electricity, high voltage",kWh,1,0.2984733235869452,0.2819934610242769,0.0161119046853043,0.0003679578773639,5.518389606265727e-10,0.3127918498779632,0.2715616053839662
"market for electricity, high voltage",GE,"electricity, high voltage",kWh,1,0.1419444759919243,0.1419340557316542,-4.007350160724269e-06,1.442761043084618e-05,3.9343015499106864e-10,0.1746350001661292,0.1278741101163914
"market for electricity, high voltage",GH,"electricity, high voltage",kWh,1,0.4850742154002282,0.4849990502254928,4.144288078978304e-05,3.372229394566033e-05,1.2217850513973401e-09,0.5965186145650307,0.4371430234988472
"market for electricity, high voltage",GI,"electricity, high voltage",kWh,1,0.7233653586351924,0.7232469904743397,7.534736355915375e-05,4.30207972936255e-05,1.828621388972655e-09,0.8938833898231117,0.6500183211140617
"market for electricity, high voltage",GR,"electricity, high voltage",kWh,1,0.568484332690575,0.5650351381902519,0.0031928256160525,0.0002563688842706,9.867819908761507e-10,0.6505448686864461,0.5287897467619324
"market for electricity, high voltage",GT,"electricity, high voltage",kWh,1,0.3934624674751369,0.3925737835285492,0.0007598213152704,0.0001288626313171,4.188739098278818e-10,0.451099739325377,0.3699827461315863
"market for electricity, high voltage",HK,"electricity, high voltage",kWh,1,0.8122003868387287,0.8140796716920574,-0.0020336394894294,0.0001543546361008,1.084394420395369e-09,0.9523704950053012,0.7547070443868933
"market for electricity, high voltage",HN,"electricity, high voltage",kWh,1,0.44428258322514,0.4439178194788506,0.0003237141566881,4.104958960122377e-05,5.856240605467195e-10,0.509206599004768,0.4154973604588077
"market for electricity, high voltage",HR,"electricity, high voltage",kWh,1,0.419199182637145,0.4066522824723788,0.0124346668551207,0.0001122333096454,4.3186611029316534e-10,0.4545878820564699,0.38815973422337
"market for electricity, high voltage",HT,"electricity, high voltage",kWh,1,1.073214629332777,1.072882753106888,0.000265408149316,6.646807657386921e-05,1.276509543689396e-09,1.230754276259953,1.003901060050427
"market for electricity, high voltage",HU,"electricity, high voltage",kWh,1,0.3810461188597551,0.3774803736253577,0.003113221259075,0.0004525239753223,7.612471872234137e-10,0.4372753479342583,0.3529611780532444
"market for electricity, high voltage",ID,"electricity, high voltage",kWh,1,1.158295012278407,1.152001669382906,0.0041259839263384,0.0021673589691621,5.14511568189186e-10,1.236389091611682,1.123443617548652
"market for electricity, high voltage",IE,"electricity, high voltage",kWh,1,0.4142794736230438,0.4105031450601102,0.0033257906972923,0.0004505378656413,7.239814418068951e-10,0.4638803804601092,0.3886886334842546
"market for electricity, high voltage",IL,"electricity, high voltage",kWh,1,0.7562199234540268,0.7571534191387072,-0.000979198265175,4.570258049444641e-05,1.299532653556225e-09,0.9014607620273116,0.6947764782866104
"market for electricity, high voltage",IN-Eastern grid,"electricity, high voltage",kWh,1,1.492105904078238,1.494276302210061,-0.0036278962460777,0.0014574981142549,3.12697163850999e-10,1.623843787569539,1.447808868777844
"market for electricity, high voltage",IN-North-eastern grid,"electricity, high voltage",kWh,1,0.9036437830201112,0.8990263512474314,-0.0006238079786624,0.0052412397513422,1.362532801798956e-09,1.043788241178316,0.8467442812426704
"market for electricity, high voltage",IN-Northern grid,"electricity, high voltage",kWh,1,1.28455142283039,1.267383107731011,0.0146421277765676,0.0025261873228109,3.2244789224143355e-10,1.374878616710899,1.231227786804903
"market for electricity, high voltage",IN-Southern grid,"electricity, high voltage",kWh,1,1.137414068303398,1.11306700400879,0.0203914504505268,0.0039556138440818,2.9743936658525346e-10,1.209257437435628,1.083473636093188
"market for electricity, high voltage",IN-Western grid,"electricity, high voltage",kWh,1,1.412203659578277,1.398244638524549,0.0127703566892202,0.0011886643645077,3.6942128319592285e-10,1.521339263853296,1.353716298446099
"market for electricity, high voltage",IQ,"electricity, high voltage",kWh,1,0.9150762273196076,0.9148170913529794,0.0001905969503861,6.853901624204314e-05,1.842141452016374e-09,1.084741060885931,0.8414135517909656
"market for electricity, high voltage",IR,"electricity, high voltage",kWh,1,0.6810053319345565,0.6807360227164775,0.0002031320221491,6.617719592967602e-05,1.4992927238521251e-09,0.7964513836692194,0.6308574278711668
"market for electricity, high voltage",IS,"electricity, high voltage",kWh,1,0.046274897303962,0.0130562391986867,0.0041700039679981,0.0290486541372772,3.4785409697150595e-11,0.0565966842518254,0.0420972112510568
