activity_name,geography,reference_product_name,reference_product_unit,reference_product_amount,climate change: total (incl. biogenic CO2): global warming potential (GWP100) [IPCC 2021 (incl. biogenic CO2)],climate change: fossil: global warming potential (GWP100) [IPCC 2021],climate change: biogenic (incl. CO2): global warming potential (GWP100) [IPCC 2021 (incl. biogenic CO2)],climate change: direct land use change: global warming potential (GWP100) [IPCC 2021],climate change: aircraft emissions: global warming potential (GWP100) [IPCC 2021],climate change: global warming potential (GWP20) [IPCC 2013],climate change: global temperature change potential (GTP100) [IPCC 2013]
market for digester sludge,CH,digester sludge,kg,1,0.0039357572345035,0.0039317719716226,2.580519102320706e-06,1.404743778575376e-06,2.33450831873129e-11,0.0047116304643764,0.0036328157582557
market for digester sludge,RoW,digester sludge,kg,1,0.0120371051835675,0.0119718632933533,2.176815642324959e-05,4.347373379088444e-05,6.817348377778962e-11,0.0142221466161986,0.0111673567526937
market for diisopropyl ether,RoW,diisopropyl ether,kg,1,3.134399403194799,3.1380981731271,-0.0048661711060022,0.0011674011737007,2.1073687282163043e-08,4.042359084488957,2.767983594694802
market for diisopropyl ether,RER,diisopropyl ether,kg,1,2.372824221676703,2.368518026115436,0.0035833796556921,0.0007228159055745,1.792631343862615e-08,3.198574279866475,2.01521480463799
market for dimethenamide,GLO,dimethenamide,kg,1,15.64084112576912,15.54433806862136,0.0806087181236807,0.0158943390240826,1.73195685741307e-07,18.78673738236557,14.27433235141279
market for dimethyl carbonate,GLO,dimethyl carbonate,kg,1,3.026096603120224,3.022480011449987,0.0009732679860975,0.0026433236841391,2.9819110552977544e-08,3.99753977865076,2.643368851140626
market for dimethyl ether,CN,dimethyl ether,kg,1,3.298404651564417,3.318085128070216,-0.020246579476776,0.0005661029709768,1.9749669791987e-08,4.250417093089104,3.022922628902892
market for dimethyl ether,RoW,dimethyl ether,kg,1,1.823928477389319,1.821540803030986,0.0012540326398758,0.0011336417184574,1.607661768195263e-08,2.713943067883244,1.576787349348978
market for dimethyl ether,RER,dimethyl ether,kg,1,1.655952546798475,1.65131255057468,0.0040619513438944,0.0005780448798999,1.706277877066084e-08,2.398699547626264,1.469482490688516
market for dimethyl hexanediol,GLO,dimethyl hexanediol,kg,1,4.841866056656027,4.83215536433992,0.0050228537392639,0.0046878385768425,4.69435988133942e-08,5.843409224999744,4.419732728432295
market for dimethyl hexynediol,GLO,dimethyl hexynediol,kg,1,3.781687533992357,3.773542394359028,0.0044147579073272,0.003730381726002,3.1666445342393865e-08,4.629793970097733,3.423307578787829
market for dimethyl malonate,GLO,dimethyl malonate,kg,1,8.14589190974087,8.109828049654773,0.0295448279477421,0.0065190321383537,7.144995553847294e-08,10.06297217426417,7.399239113559486
market for dimethyl sulfate,RoW,dimethyl sulfate,kg,1,1.719347864210162,1.719795033682115,-0.0023563372004541,0.0019091677285015,2.3095823784821743e-08,2.195698149415589,1.573995241584706
market for dimethyl sulfate,RER,dimethyl sulfate,kg,1,1.242542501367933,1.232608858174496,0.0087713045487373,0.0011623386447004,2.4363651025436393e-08,1.608074352575398,1.13035897652071
market for dimethyl sulfide,GLO,dimethyl sulfide,kg,1,2.814404232007166,2.816243842086789,-0.0033391325776925,0.00149952249807,2.7349286113646064e-08,3.628624230249357,2.568215236611674
market for dimethyl sulfoxide,GLO,dimethyl sulfoxide,kg,1,2.382687639350075,2.383770092028595,-0.0024450833829663,0.0013626307044465,2.387660278759783e-08,3.059263359702983,2.176629472505835
market for dimethylacetamide,GLO,dimethylacetamide,kg,1,4.917819093577985,4.921710775515427,-0.0062388802614063,0.0023471983239633,3.467804617670738e-08,6.125254517052945,4.533362336906353
market for dimethylamine,RoW,dimethylamine,kg,1,4.803856957075411,4.812737658750342,-0.0103987277641488,0.0015180260892184,2.4842197103000833e-08,6.040253886260209,4.417180301287584
market for dimethylamine,RER,dimethylamine,kg,1,3.210420895296436,3.201406778380219,0.0079646820412582,0.0010494348749584,3.1755669591517075e-08,4.219681453999961,2.915913840060639
market for dimethylamine borane,GLO,dimethylamine borane,kg,1,9.381563718599624,9.363167147862049,0.008515034588714,0.0098815361488651,7.226782303444081e-08,11.25947354112571,8.719033353760068
market for dimethylaminopropylamine,GLO,dimethylaminopropylamine,kg,1,5.439075921828096,5.437918747902613,-0.0011378778909133,0.0022950518163947,4.282694313882745e-08,6.705112475085833,4.970138652374018
market for dimethyldichlorosilane,GLO,dimethyldichlorosilane,kg,1,6.074151617851934,5.988172608434192,0.0809668552253782,0.005012154192364,2.9295635792792063e-08,9.439473563918378,4.701358022279921
market for dinitroaniline-compound,GLO,dinitroaniline-compound,kg,1,6.854815593014757,6.823640191837481,0.0262790023398995,0.0048963988373759,6.968650008524008e-08,8.080420667486356,6.216965091642769
market for dinitrogen tetroxide,GLO,dinitrogen tetroxide,kg,1,2.186969398356818,2.183142460225753,0.0024829974008496,0.0013439407302162,2.0230680257382222e-08,3.126730510083234,1.951921255352639
market for dioctyl adipate,GLO,dioctyl adipate,kg,1,6.127222861159194,6.107812308524235,0.0172097092400288,0.0022008433949317,3.416853309693454e-08,7.175254256468498,5.393267683337788
market for dioctyl terephthalate,GLO,dioctyl terephthalate,kg,1,3.812247181717411,3.810351668345477,-0.000238196631889,0.0021337100038233,3.432352862668744e-08,4.815021132199309,3.408078865553002
"market for diode, auxilliaries and energy use",GLO,"diode, auxilliaries and energy use",kg,1,247.1396104605265,244.3147553506816,2.384433342818065,0.4404217670269083,9.105923006513448e-07,277.8449112799408,231.6307966027316
"market for diode, glass-, for surface-mounting",GLO,"diode, glass-, for surface-mounting",kg,1,253.0160610467879,250.1599616733648,2.407391038390942,0.4487083350322091,9.356420371452036e-07,284.6121240527122,237.1681421731059
"market for diode, glass-, for through-hole mounting",GLO,"diode, glass-, for through-hole mounting",kg,1,251.2265457963379,248.3715668311964,2.408800638764268,0.4461783263772285,9.270664471920844e-07,282.631160527586,235.4912613603183
market for dioxane,RoW,dioxane,kg,1,6.15109752408264,6.112193635630121,0.0334398112981549,0.0054640771543642,4.129263362192657e-08,7.377451851485477,5.601161546833628
market for dioxane,RER,dioxane,kg,1,4.643002667693436,4.606533609570746,0.0328763065841214,0.0035927515385664,3.9417378635227756e-08,5.719475151646858,4.145388660011883
market for diphenylether-compound,GLO,diphenylether-compound,kg,1,11.86248332495952,11.79637809483561,0.0547005417293062,0.0114046883946039,1.24631795808957e-07,13.75926014707825,10.88161231188585
market for dipropyl amine,GLO,dipropyl amine,kg,1,6.141899587610396,6.095165091480484,0.0438956315568288,0.0028388645730847,4.782559165251476e-08,7.359906613071203,5.583545349129781
market for dipropylene glycol monomethyl ether,RoW,dipropylene glycol monomethyl ether,kg,1,5.757042508919345,5.743808990489915,0.0064023625976204,0.0068311558318098,4.85649080226486e-08,6.945739537695238,5.281995674454339
market for dipropylene glycol monomethyl ether,RER,dipropylene glycol monomethyl ether,kg,1,3.970345320289912,3.896445674836317,0.0696133676888712,0.0042862777647238,4.7063850828873284e-08,4.860872702896549,3.528431630298824
market for dishwasher,GLO,dishwasher,unit,1,143.2248559150649,148.398092507666,-5.345389059099987,0.1721524664988479,2.263134139729333e-05,178.6036577502782,140.7342355650642
"market for disk drive, CD/DVD, ROM, for desktop computer",GLO,"disk drive, CD/DVD, ROM, for desktop computer",unit,1,20.92368717736235,20.813555227255,0.0717710914083406,0.0383608586990111,2.140595180059256e-05,23.95826829816889,19.67992942105704
"market for disk drive, CD/DVD, ROM, for laptop computer",GLO,"disk drive, CD/DVD, ROM, for laptop computer",unit,1,6.361783100697243,6.343872071940285,0.0060339123366395,0.0118771164203197,5.307180364714835e-06,7.295292954083301,6.003812792796285
market for disodium disulfite,GLO,disodium disulfite,kg,1,1.376800251148931,1.369136843801362,0.0052913681343969,0.0023720392131714,1.9136929256667872e-08,1.566597333394425,1.294750618551169
market for disodium phosphate,GLO,disodium phosphate,kg,1,2.290187140553179,2.280721246018809,0.0022085712828183,0.0072573232515513,2.8262247722639073e-08,2.611165324830447,2.165813112122581
"market for display, cathode ray tube, 17 inches",GLO,"display, cathode ray tube, 17 inches",unit,1,304.46077828162,304.5926092875063,-0.6700795305746721,0.538248524688415,0.000217108912911,354.3571852087361,287.1856966559184
"market for display, liquid crystal, 17 inches",GLO,"display, liquid crystal, 17 inches",unit,1,351.761445273551,351.7504592797072,-0.5533795979451392,0.5643655917890689,0.0001820956453439,402.7602636372576,333.1091735354731
market for distillate gas oil,GB,distillate gas oil,kg,1,0.3895002302837751,0.3698956858868747,0.0191494155850031,0.0004551288118972,4.781888461066041e-09,0.4131279974947673,0.3559897730751179
"market for distribution network, electricity, low voltage",GLO,"distribution network, electricity, low voltage",km,1,56897.95854191254,57211.20873269679,-403.8686340899041,90.61844330563744,0.0002868737464871,66398.63378694763,54235.77788738872
market for dithiocarbamate-compound,GLO,dithiocarbamate-compound,kg,1,7.003127110652592,6.99107478595944,0.0032020760163425,0.0088502486768098,7.187976893123964e-08,8.246999481727851,6.553706370013226
market for dodecanol,GLO,dodecanol,kg,1,-2.637869367884607,3.284021354251607,-6.759201947120736,0.8373112249845224,0.0026559128913097,4.946290692604705,3.839869585688731
market for dolomite,RoW,dolomite,kg,1,0.1242136802523824,0.1235242113785997,0.000421576157716,0.0002678927160667,6.097966882333934e-10,0.141548872309578,0.1169560723090598
market for dolomite,RER,dolomite,kg,1,0.0681109552040211,0.0667826273103396,0.0012062544563004,0.000122073437381,7.333519739536564e-10,0.0777815943802033,0.0627325843697912
market for dolomite quarry infrastructure,GLO,dolomite quarry infrastructure,unit,1,320919.6559354222,344847.2597602817,-24426.08726674117,498.4834418817763,0.0020575342253782,410939.0072692264,329722.8621353104
"market for door, inner, glass-wood",GLO,"door, inner, glass-wood",m2,1,11.4885294514619,65.00864826423883,-54.10730894816996,0.5871901353930322,2.849416605753022e-07,77.27597305702149,61.87569005757788
"market for door, inner, wood",GLO,"door, inner, wood",m2,1,-10.79850670048448,55.40685559376717,-67.07999688308496,0.8746345888332857,2.73396166117389e-07,67.01565895764234,53.02850193683121
"market for door, outer, wood-aluminium",GLO,"door, outer, wood-aluminium",m2,1,74.2087213470452,109.9988667927988,-36.23937346904609,0.4492280232925083,2.951591890460058e-07,130.0567557672245,105.6421498516325
"market for door, outer, wood-glass",GLO,"door, outer, wood-glass",m2,1,87.09593802913362,108.9906539841531,-22.30244821601152,0.4077322609919948,3.311679016166678e-07,128.7203118999526,104.4499980311784
"market for drawing of pipe, steel",GLO,"drawing of pipe, steel",kg,1,0.4429032393777692,0.4411667017238257,-0.006153670858262,0.0078902085122055,8.033310629123991e-07,0.492313752569332,0.4370890523328719
"market for dried roughage store, air dried, solar",GLO,"dried roughage store, air dried, solar",m3,1,17.18711597393028,102.5403258316458,-85.5163587323771,0.1631488746615536,5.134377321327608e-07,144.7901868842304,98.71760104462564
"market for dried roughage store, cold-air dried, conventional",GLO,"dried roughage store, cold-air dried, conventional",m3,1,24.21766450305258,90.70197695368324,-66.62805525112375,0.143742800493153,4.09837287902439e-07,124.638181071384,87.44849111165463
"market for dried roughage store, non ventilated",GLO,"dried roughage store, non ventilated",m3,1,40.06004138407674,67.35036547143316,-27.38289903346956,0.0925749461131339,2.669159009501447e-07,85.38095094882705,64.90966466741013
market for drilling waste,CH,drilling waste,kg,-1,0.0071832860976149,0.0071756958501609,4.872721421528856e-06,2.71752603242887e-06,3.534098208112277e-11,0.0089485273963168,0.0065113954296214
market for drilling waste,RoW,drilling waste,kg,-1,0.0156974166076681,0.0156402462098225,1.102225419206839e-05,4.614814365353541e-05,8.260420388597025e-11,0.0188718365996408,0.0144921432898917
market for dross from Al electrolysis,CA,dross from Al electrolysis,kg,-1,0.0194187067149754,0.0193998568145397,8.25335588042197e-06,1.059654455526437e-05,1.0143102298114129e-10,0.0236865742162027,0.0177747150915353
market for dross from Al electrolysis,CN,dross from Al electrolysis,kg,-1,0.0194691841056622,0.0194466210962221,1.206903397333226e-05,1.049397546675381e-05,1.0421117639942749e-10,0.023737926264658,0.0178203119020685
market for dross from Al electrolysis,RoW,dross from Al electrolysis,kg,-1,0.0190953094167456,0.0190151190747722,3.109455621777937e-05,4.909578575560309e-05,1.0148005682424659e-10,0.0232209876163156,0.0174807239732122
market for dross from Al electrolysis,RER,dross from Al electrolysis,kg,-1,0.0176034301848745,0.0175822199890416,1.57349848169391e-05,5.475211015880578e-06,9.620286079177272e-11,0.0217167592618984,0.0159785298928613
market for dryer,GLO,dryer,unit,1,208.4108961691545,210.9535923731176,-2.839946582716808,0.2972503787536121,8.920248686323316e-05,249.8074736878108,199.9618863077694
"market for drying of bread grain, seed and legumes",GLO,"drying of bread grain, seed and legumes",l,1,1.446520979615308,1.413571161601368,0.0312390417874274,0.0017107762265129,3.178297205958077e-09,1.592303154324495,1.348421032552982
market for drying of feed grain,GLO,drying of feed grain,l,1,1.250546186387008,1.226284813231773,0.0226874040148761,0.0015739691403589,2.945507903664804e-09,1.383570687160288,1.168807761632561
market for drying of grass,GLO,drying of grass,l,1,0.5724641509320514,0.552791718151707,0.0194203942663788,0.0002520385139654,4.739310788761552e-10,0.6201368084192431,0.5292638393340815
market for drying of lentils,GLO,drying of lentils,l,1,0.0520214888626298,0.0516149076842704,0.0002924618819551,0.0001141192964042,1.979459853401206e-10,0.0583965499788123,0.0490162872556333
market for drying of maize grain,GLO,drying of maize grain,l,1,0.5551807108992921,0.5397365750625713,0.0152675746887158,0.0001765611480049,6.703861334095703e-10,0.6132935561556883,0.5134562359706983
market for drying of maize straw and whole-plant,GLO,drying of maize straw and whole-plant,l,1,0.3556520684439745,0.343555977704067,0.0119195069807889,0.0001765837591185,3.180505912163704e-10,0.3851848765675033,0.3288509067673192
market for drying of protein pea,GLO,drying of protein pea,l,1,0.0225462688412814,0.0223434412077683,0.0001336080499796,6.9219583533436e-05,8.59094114368469e-11,0.0252991876583962,0.0212475788511955
"heat production, softwood chips from forest, at furnace 1000kW",RoW,"heat, district or industrial, other than natural gas",MJ,1,0.0187474341480695,0.0090237095259042,0.0096769850079069,4.673961425836234e-05,1.0332136354082379e-10,0.013913392091986,0.008657489475022
market for dung slab,GLO,dung slab,m2,1,148.901457019939,148.3437796948578,0.4282480459884301,0.1294292790928279,4.25136342638845e-07,168.2636347454032,142.6359510547856
"market for dust collector, electrostatic precipitator, for domestic use",GLO,"dust collector, electrostatic precipitator, for domestic use",unit,1,71.9237439886007,71.48319793516804,0.3328252989676112,0.1077207544650678,1.734438597567705e-05,83.14842333087653,67.26105768424422
"market for dust collector, electrostatic precipitator, for industrial use",GLO,"dust collector, electrostatic precipitator, for industrial use",unit,1,7271.027875349441,7213.728680878345,48.49070495715703,8.808489513939831,0.0002587098726615,8480.335673469806,6879.212276049159
"market for dust collector, multicyclone",GLO,"dust collector, multicyclone",unit,1,6351.85125186827,6297.786587089302,46.96856985426837,7.096094924700869,7.68405438959872e-05,7386.156685402514,6018.06561999891
market for dysprosium oxide,GLO,dysprosium oxide,kg,1,475.4328753054423,525.8880822031148,-55.31526714349071,4.86006024581854,0.0002207782832664,622.2963261340007,496.0687803687516
market for electric arc furnace,GLO,electric arc furnace,unit,1,121956013.5561762,127118499.7879793,-5327668.751868594,165182.5200655259,4.128497161618499,152432289.0041218,121466188.9501176
market for electric arc furnace dust,CH,electric arc furnace dust,kg,-1,0.2865807693662358,0.2701462662167721,0.0164118539887477,2.264916071602054e-05,2.611375063037693e-10,0.2867788133078981,0.2671367965280161
market for electric arc furnace dust,Europe without Switzerland,electric arc furnace dust,kg,-1,0.3527964018212517,0.3500018894667746,0.0026884100144172,0.0001061023400598,4.1022387831047685e-10,0.3781645997960534,0.3404153805752754
market for electric arc furnace dust,RoW,electric arc furnace dust,kg,-1,0.3546687305722491,0.3518215923400786,0.0027015590330078,0.0001455791991626,4.1511967562859865e-10,0.3802345665288674,0.3421966141412128
market for electric arc furnace dust,IN,electric arc furnace dust,kg,-1,0.3788553112985701,0.3760143122720346,0.0027173195352597,0.0001236794912758,5.541108693755715e-10,0.4086299639178603,0.3647558142199199
market for electric arc furnace secondary metallurgy slag,RoW,electric arc furnace secondary metallurgy slag,kg,-1,0.2730545163149898,0.2708573608749071,0.0020759494748351,0.0001212059652475,3.324417946653819e-10,0.2930332489338152,0.2633375634101505
market for electric arc furnace secondary metallurgy slag,RER,electric arc furnace secondary metallurgy slag,kg,-1,0.2711745310694338,0.2690300773119162,0.0020627358099918,8.17179475255956e-05,3.274857317872742e-10,0.2909543922720906,0.2615491994946246
"market for electric arc furnace secondary metallurgy slag, for recovery",RoW,"electric arc furnace secondary metallurgy slag, for recovery",kg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electric arc furnace secondary metallurgy slag, for recovery",RER,"electric arc furnace secondary metallurgy slag, for recovery",kg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
market for electric arc furnace slag,CH,electric arc furnace slag,kg,-1,0.2865807693662358,0.2701462662167721,0.0164118539887477,2.264916071602054e-05,2.611375063037693e-10,0.2867788133078981,0.2671367965280161
market for electric arc furnace slag,Europe without Switzerland,electric arc furnace slag,kg,-1,0.3392222117415382,0.3365153060169019,0.0026049492643414,0.0001019564602948,3.9640133859909355e-10,0.363632354967181,0.3272855429192915
market for electric arc furnace slag,RoW,electric arc furnace slag,kg,-1,0.3411688796362849,0.3384313494588091,0.0025959739827883,0.0001415561946874,4.014498286975947e-10,0.365813501036366,0.3291539020882363
market for electric arc furnace slag,IN,electric arc furnace slag,kg,-1,0.3788553112985701,0.3760143122720346,0.0027173195352597,0.0001236794912758,5.541108693755715e-10,0.4086299639178603,0.3647558142199199
"market for electric arc furnace slag, for recovery",RoW,"electric arc furnace slag, for recovery",kg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electric arc furnace slag, for recovery",RER,"electric arc furnace slag, for recovery",kg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
market for electric bicycle,GLO,electric bicycle,unit,1,185.3159972086867,181.4475998853518,3.490726859366388,0.3776704639684817,0.0172088092178139,220.6476108791263,173.3000640792612
"market for electric connector, peripheral component interconnect buss",GLO,"electric connector, peripheral component interconnect buss",kg,1,112.4097325410032,111.8870224865856,0.2971103806183287,0.2255996737992662,0.0004643564709417,130.2629574056667,105.1384091632257
"market for electric connector, peripheral type buss",GLO,"electric connector, peripheral type buss",kg,1,9.243229141124129,9.338266124927136,-0.11061779194115,0.0155808081381392,2.834154807601895e-07,10.9126737033755,8.85712009417054
"market for electric connector, wire clamp",GLO,"electric connector, wire clamp",kg,1,12.91295468204862,12.99603971507032,-0.1062299503120343,0.023144917290335,3.168423642089338e-07,15.11069860598279,12.27729218304807
market for electric kettle,GLO,electric kettle,unit,1,6.881018705842513,6.869542909978993,0.0033533944260818,0.0081224014374384,1.544284059388818e-05,8.93721000690653,6.29989513655303
"market for electric motor, electric passenger car",GLO,"electric motor, electric passenger car",kg,1,8.87822123572908,8.896994249555423,-0.0407198707634888,0.0219468569371406,5.73706303145787e-07,10.39745037353595,8.538385522010499
"market for electric motor, for electric scooter",GLO,"electric motor, for electric scooter",kg,1,9.306802334643248,9.345768439642091,-0.0627452956091677,0.0237791906103263,3.474115368461379e-07,10.83897567653724,8.9385630482414
"market for electric motor, vehicle",GLO,"electric motor, vehicle",kg,1,4.527061683132043,4.517397612611455,0.0013520864661554,0.0083119840544325,8.783171279681706e-09,5.323876202691921,4.341672442816964
"market for electric parts, heat and power co-generation unit, 160kW electrical",GLO,"electric parts, heat and power co-generation unit, 160kW electrical",unit,1,8757.99981344534,8631.10223151185,117.3462508516042,9.551331081885635,0.0027328699665146,9901.40298499246,8161.545045190107
"market for electric parts, mini CHP plant",GLO,"electric parts, mini CHP plant",unit,1,503.2088620903406,496.7560301786582,5.925208907453215,0.527623004229114,1.254276471043094e-06,582.1359938716108,467.327933091264
"market for electric scooter, without battery",GLO,"electric scooter, without battery",kg,1,7.324042241910528,7.319198436096173,-0.0138498192055255,0.0186936250198787,2.768440210645131e-07,8.706188271265178,6.921868126440893
"market for electricity, for reuse in municipal waste incineration only",AT,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",BE,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",BG,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",CH,"electricity, for reuse in municipal waste incineration only",kWh,1,0.1552497077325544,0.0042797205620227,0.1509691195232082,8.676473234511853e-07,1.3457863215851479e-11,0.004755470253053,0.0038760995125464
"market for electricity, for reuse in municipal waste incineration only",CZ,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",DE,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",DK,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",ES,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",FI,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",FR,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",GB,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",HU,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",IT,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",JP,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",KR,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",LU,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",NL,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",NO,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",PL,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",PT,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",RU,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",RoW,"electricity, for reuse in municipal waste incineration only",kWh,1,0.1519433306549764,0.0055222621404493,0.1464133866746333,7.68183989386991e-06,1.518104409947025e-11,0.0061704384166057,0.0050697169173114
"market for electricity, for reuse in municipal waste incineration only",SE,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",SK,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",TR,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, for reuse in municipal waste incineration only",TW,"electricity, for reuse in municipal waste incineration only",kWh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"market for electricity, high voltage",AE,"electricity, high voltage",kWh,1,0.5811861254201439,0.5811776612701558,-2.508599590864549e-05,3.355014589688029e-05,1.404242927993643e-09,0.7149847424140618,0.5232411609005869
"market for electricity, high voltage",AL,"electricity, high voltage",kWh,1,0.1679423033503337,0.1675249200993262,0.0003860989159032,3.128433510422787e-05,1.1779760884683829e-10,0.1802302454262985,0.1620866322905079
"market for electricity, high voltage",AM,"electricity, high voltage",kWh,1,0.323981716321296,0.3239240958732852,3.017159130541064e-05,2.744885670539467e-05,8.430554849760296e-10,0.3993546646254431,0.2915387096273115
"market for electricity, high voltage",AO,"electricity, high voltage",kWh,1,0.1922571437625206,0.1922225659851023,1.744415055585652e-05,1.713362686239683e-05,3.5658170187557605e-10,0.2268627686940549,0.1772001481509547
"market for electricity, high voltage",AR,"electricity, high voltage",kWh,1,0.4178789234812174,0.4103111523392718,0.0031793171433585,0.004388453998587,8.804202229903575e-10,0.5169354203316792,0.3728539210230898
"market for electricity, high voltage",AT,"electricity, high voltage",kWh,1,0.2528312188976349,0.2403225364057915,0.0122134333796074,0.0002952491122362,4.2843349192155667e-10,0.2742527913775957,0.2276467163868843
"market for electricity, high voltage",AU,"electricity, high voltage",kWh,1,0.91598427565471,0.9160437283554302,-0.0001815677809913,0.000122115080271,3.3863829067916555e-10,0.97410778379992,0.8894587609851041
"market for electricity, high voltage",AZ,"electricity, high voltage",kWh,1,0.6561199553729297,0.6560004248409682,6.795501205776067e-05,5.157551990362062e-05,1.637990100863355e-09,0.8047067639731852,0.5920920897677564
"market for electricity, high voltage",BA,"electricity, high voltage",kWh,1,0.7807116762412326,0.7792229979100065,0.0014471165228962,4.156180832997784e-05,1.288288797848985e-10,0.8212339861777612,0.761858980136099
"market for electricity, high voltage",BD,"electricity, high voltage",kWh,1,0.8911944311218526,0.8915271894244845,-0.0005318871660341,0.0001991288634022,1.419868086731152e-09,1.049232282391522,0.824392771290089
"market for electricity, high voltage",BE,"electricity, high voltage",kWh,1,0.1808153301420906,0.1761200583931361,0.0042331388813256,0.0004621328676288,3.5674581453593607e-10,0.194958106065697,0.1693739455633086
"market for electricity, high voltage",BG,"electricity, high voltage",kWh,1,0.5069682167455964,0.5044802126190951,0.0024071875979488,8.08165285523742e-05,3.5564957264937855e-10,0.5500311877712699,0.4860796569404601
"market for electricity, high voltage",BH,"electricity, high voltage",kWh,1,0.6076948014749828,0.6076186157557073,4.196474630834769e-05,3.422097296722782e-05,1.519832865805062e-09,0.7484914673244335,0.5466124383731951
"market for electricity, high voltage",BJ,"electricity, high voltage",kWh,1,0.6815001487292656,0.6813920759121148,6.220626965069798e-05,4.586654750002545e-05,1.7392523588121551e-09,0.8398474331930996,0.6133137270109401
"market for electricity, high voltage",BN,"electricity, high voltage",kWh,1,0.7170662224750347,0.716951955519019,7.027367038599972e-05,4.399328562981895e-05,1.820249594536529e-09,0.8852914199017485,0.644616066245438
"market for electricity, high voltage",BO,"electricity, high voltage",kWh,1,0.4691088373746531,0.4690377365883134,3.55178133752873e-05,3.558297296439931e-05,1.214382594307371e-09,0.5773204172882114,0.4225579221425498
"market for electricity, high voltage",BR-North-eastern grid,"electricity, high voltage",kWh,1,0.0962429836986411,0.0615031231477341,0.0249433571651592,0.0097965033857476,2.2229699159577658e-10,0.1228840964477381,0.0689188751896027
"market for electricity, high voltage",BR-Northern grid,"electricity, high voltage",kWh,1,0.1266498152162525,0.0653071399697092,0.0337143264592622,0.0276283487872808,1.414483342166896e-10,0.2135935354136525,0.0940550856236127
