activity_name,geography,reference_product_name,kmeans_cluster,agglomerative_cluster,dbscan_cluster
"market for bottom ash, MSWI, waste graphical paper",GLO,"bottom ash, MSWI, waste graphical paper",0,1,0
"market for bottom ash, MSWI, waste newspaper",GLO,"bottom ash, MSWI, waste newspaper",0,1,0
"market for bottom ash, MSWI, waste packaging paper",GLO,"bottom ash, MSWI, waste packaging paper",0,1,0
"market for bottom ash, MSWI, waste paint",Europe without Switzerland,"bottom ash, MSWI, waste paint",0,1,0
"market for bottom ash, MSWI, waste paint",RoW,"bottom ash, MSWI, waste paint",0,1,0
"market for bottom ash, MSWI, waste paperboard",GLO,"bottom ash, MSWI, waste paperboard",0,1,0
"market for bottom ash, MSWI, waste plastic, WEEE, dust",RER,"bottom ash, MSWI, waste plastic, WEEE, dust",0,1,0
"market for bottom ash, MSWI, waste plastic, consumer electronics",GLO,"bottom ash, MSWI, waste plastic, consumer electronics",0,1,0
"market for bottom ash, MSWI, waste plastic, industrial electronics",GLO,"bottom ash, MSWI, waste plastic, industrial electronics",0,1,0
"market for bottom ash, MSWI, waste plastic, mixture",GB,"bottom ash, MSWI, waste plastic, mixture",0,1,0
"market for bottom ash, MSWI, waste plastic, mixture",RoW,"bottom ash, MSWI, waste plastic, mixture",0,1,0
"market for bottom ash, MSWI, waste polyethylene",GLO,"bottom ash, MSWI, waste polyethylene",0,1,0
"market for bottom ash, MSWI, waste polyethylene terephthalate",GLO,"bottom ash, MSWI, waste polyethylene terephthalate",0,1,0
"market for bottom ash, MSWI, waste polyethylene terephthalate, dust",RER,"bottom ash, MSWI, waste polyethylene terephthalate, dust",0,1,0
"market for bottom ash, MSWI[F]-WWT-SLF, waste polypropylene",CH,"bottom ash, MSWI[F]-WWT-SLF, waste polypropylene",0,1,0
"market for bottom ash, MSWI, waste polystyrene",GLO,"bottom ash, MSWI, waste polystyrene",0,1,0
"market for bottom ash, MSWI, waste polyurethane",GLO,"bottom ash, MSWI, waste polyurethane",0,1,0
"market for bottom ash, MSWI, waste polyvinylchloride",GLO,"bottom ash, MSWI, waste polyvinylchloride",0,1,0
"market for bottom ash, MSWI, waste polyvinylfluoride",GLO,"bottom ash, MSWI, waste polyvinylfluoride",0,1,0
"market for bottom ash, MSWI, waste rubber, unspecified",Europe without Switzerland,"bottom ash, MSWI, waste rubber, unspecified",0,1,0
"market for bottom ash, MSWI, waste rubber, unspecified",RoW,"bottom ash, MSWI, waste rubber, unspecified",0,1,0
"market for bottom ash, MSWI, waste sealing sheet, polyethylene",GLO,"bottom ash, MSWI, waste sealing sheet, polyethylene",0,1,0
"market for bottom ash, MSWI, waste sealing sheet, polyvinylchloride",GLO,"bottom ash, MSWI, waste sealing sheet, polyvinylchloride",0,1,0
"market for bottom ash, MSWI, waste sink from recycling of HDPE",RER,"bottom ash, MSWI, waste sink from recycling of HDPE",0,1,0
"market for bottom ash, MSWI, waste steel",Europe without Switzerland,"bottom ash, MSWI, waste steel",0,1,0
"market for bottom ash, MSWI, waste steel",RoW,"bottom ash, MSWI, waste steel",0,1,0
"market for bottom ash, MSWI, waste textile, soiled",GLO,"bottom ash, MSWI, waste textile, soiled",0,1,0
"market for bottom ash, MSWI, waste tin sheet",GLO,"bottom ash, MSWI, waste tin sheet",0,1,0
"market for bottom ash, MSWI, waste vapour barrier, flame-retarded",GLO,"bottom ash, MSWI, waste vapour barrier, flame-retarded",0,1,0
"market for bottom ash, MSWI, waste wire plastic",GLO,"bottom ash, MSWI, waste wire plastic",0,1,0
"market for bottom ash, MSWI, waste wood pole, chrome preserved",GLO,"bottom ash, MSWI, waste wood pole, chrome preserved",0,1,0
"market for bottom ash, MSWI, waste wood, untreated",GLO,"bottom ash, MSWI, waste wood, untreated",0,1,0
"market for bottom ash, MSWI, wood ash mixture, pure",Europe without Switzerland,"bottom ash, MSWI, wood ash mixture, pure",0,1,0
"market for bottom ash, MSWI, wood ash mixture, pure",RoW,"bottom ash, MSWI, wood ash mixture, pure",0,1,0
"market for bottom ash, MSWI, zinc in car shredder residue",GLO,"bottom ash, MSWI, zinc in car shredder residue",0,1,0
"market for bottom ash, MSWI-WWT, WW from CRT production",GLO,"bottom ash, MSWI-WWT, WW from CRT production",0,1,0
"market for bottom ash, MSWI-WWT, WW from GGBFS production",RoW,"bottom ash, MSWI-WWT, WW from GGBFS production",0,1,0
"market for bottom ash, MSWI-WWT, WW from GGBFS production",US,"bottom ash, MSWI-WWT, WW from GGBFS production",0,1,0
"market for bottom ash, MSWI-WWT, WW from LCD backlight production",GLO,"bottom ash, MSWI-WWT, WW from LCD backlight production",0,1,0
"market for bottom ash, MSWI-WWT, WW from LCD production",GLO,"bottom ash, MSWI-WWT, WW from LCD production",0,1,0
"market for bottom ash, MSWI-WWT, WW from PET pelletising",RER,"bottom ash, MSWI-WWT, WW from PET pelletising",0,1,0
"market for bottom ash, MSWI-WWT, WW from PV cell production",GLO,"bottom ash, MSWI-WWT, WW from PV cell production",0,1,0
"market for bottom ash, MSWI-WWT, WW from ammonium paratungstate production",CN,"bottom ash, MSWI-WWT, WW from ammonium paratungstate production",0,1,0
"market for bottom ash, MSWI-WWT, WW from ammonium paratungstate production",RoW,"bottom ash, MSWI-WWT, WW from ammonium paratungstate production",0,1,0
"market for bottom ash, MSWI-WWT, WW from black chrome coating",GLO,"bottom ash, MSWI-WWT, WW from black chrome coating",0,1,0
"market for bottom ash, MSWI-WWT, WW from ceramic production",GLO,"bottom ash, MSWI-WWT, WW from ceramic production",0,1,0
"market for bottom ash, MSWI-WWT, WW from concrete production",GLO,"bottom ash, MSWI-WWT, WW from concrete production",0,1,0
"market for bottom ash, MSWI-WWT, WW from glass production",GLO,"bottom ash, MSWI-WWT, WW from glass production",0,1,0
"market for bottom ash, MSWI-WWT, WW from grass refinery",GLO,"bottom ash, MSWI-WWT, WW from grass refinery",0,1,0
"market for bottom ash, MSWI-WWT, WW from hard fibreboard production",RoW,"bottom ash, MSWI-WWT, WW from hard fibreboard production",0,1,0
"market for bottom ash, MSWI-WWT, WW from hard fibreboard production",RER,"bottom ash, MSWI-WWT, WW from hard fibreboard production",0,1,0
"market for bottom ash, MSWI-WWT, WW from liquid crystal production",GLO,"bottom ash, MSWI-WWT, WW from liquid crystal production",0,1,0
"market for bottom ash, MSWI-WWT, WW from maize starch production",GLO,"bottom ash, MSWI-WWT, WW from maize starch production",0,1,0
"market for bottom ash, MSWI-WWT, WW from medium density board production",RoW,"bottom ash, MSWI-WWT, WW from medium density board production",0,1,0
"market for bottom ash, MSWI-WWT, WW from medium density board production",RER,"bottom ash, MSWI-WWT, WW from medium density board production",0,1,0
"market for bottom ash, MSWI-WWT, WW from particle board production",RoW,"bottom ash, MSWI-WWT, WW from particle board production",0,1,0
"market for bottom ash, MSWI-WWT, WW from particle board production",RER,"bottom ash, MSWI-WWT, WW from particle board production",0,1,0
"market for bottom ash, MSWI-WWT, WW from pig iron production",Europe without Switzerland,"bottom ash, MSWI-WWT, WW from pig iron production",0,1,0
"market for bottom ash, MSWI-WWT, WW from pig iron production",RoW,"bottom ash, MSWI-WWT, WW from pig iron production",0,1,0
"market for bottom ash, MSWI-WWT, WW from plywood production",GLO,"bottom ash, MSWI-WWT, WW from plywood production",0,1,0
"market for bottom ash, MSWI-WWT, WW from polyester recycling",CN-ZJ,"bottom ash, MSWI-WWT, WW from polyester recycling",0,1,0
"market for bottom ash, MSWI-WWT, WW from potato starch production",GLO,"bottom ash, MSWI-WWT, WW from potato starch production",0,1,0
"market for bottom ash, MSWI-WWT, WW from recycling of waste PET",RER,"bottom ash, MSWI-WWT, WW from recycling of waste PET",0,1,0
"market for bottom ash, MSWI-WWT, WW from recycling of waste PP",RER,"bottom ash, MSWI-WWT, WW from recycling of waste PP",0,1,0
"market for bottom ash, MSWI-WWT, WW from soft fibreboard production",GLO,"bottom ash, MSWI-WWT, WW from soft fibreboard production",0,1,0
"market for bottom ash, MSWI-WWT, WW from textile production",RoW,"bottom ash, MSWI-WWT, WW from textile production",0,1,0
"market for bottom ash, MSWI-WWT, WW from textile production",RER,"bottom ash, MSWI-WWT, WW from textile production",0,1,0
"market for bottom ash, MSWI-WWT, WW from tube collector production",GLO,"bottom ash, MSWI-WWT, WW from tube collector production",0,1,0
"market for bottom ash, MSWI-WWT, WW from vegetable oil refinery",GLO,"bottom ash, MSWI-WWT, WW from vegetable oil refinery",0,1,0
"market for bottom ash, MSWI-WWT, WW from wafer fabrication",GLO,"bottom ash, MSWI-WWT, WW from wafer fabrication",0,1,0
"market for bottom ash, MSWI-WWT, WW, average",Europe without Switzerland,"bottom ash, MSWI-WWT, WW, average",0,1,0
"market for bottom ash, MSWI-WWT, WW, average",RoW,"bottom ash, MSWI-WWT, WW, average",0,1,0
"market for bottom ash, MSWI-WWT, condensate from light oil boiler",GLO,"bottom ash, MSWI-WWT, condensate from light oil boiler",0,1,0
"market for bottom ash, MSWI-WWT, heat carrier liquid, 40% C3H8O2",GLO,"bottom ash, MSWI-WWT, heat carrier liquid, 40% C3H8O2",0,1,0
"market for bottom ash, MSWI-WWT, rainwater mineral oil storage",Europe without Switzerland,"bottom ash, MSWI-WWT, rainwater mineral oil storage",0,1,0
"market for bottom ash, MSWI-WWT, rainwater mineral oil storage",RoW,"bottom ash, MSWI-WWT, rainwater mineral oil storage",0,1,0
"market for bottom ash, MSWI-WWT-SLF, cake from recycling of waste plastic, WEEE",RER,"bottom ash, MSWI-WWT-SLF, cake from recycling of waste plastic, WEEE",0,1,0
"market for bottom ash, MSWI, residues from sorting of waste plastic",RER,"bottom ash, MSWI, residues from sorting of waste plastic",0,1,0
"market for bottom ash, MSWI-WWT-SLF, hard coal ash",GLO,"bottom ash, MSWI-WWT-SLF, hard coal ash",0,1,0
"market for bottom ash, MSWI-WWT-SLF, inert waste",RoW,"bottom ash, MSWI-WWT-SLF, inert waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, inert waste",RER,"bottom ash, MSWI-WWT-SLF, inert waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, lignite ash",GLO,"bottom ash, MSWI-WWT-SLF, lignite ash",0,1,0
"market for bottom ash, MSWI-WWT-SLF, municipal solid waste",BE,"bottom ash, MSWI-WWT-SLF, municipal solid waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, municipal solid waste",CY,"bottom ash, MSWI-WWT-SLF, municipal solid waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, municipal solid waste",CZ,"bottom ash, MSWI-WWT-SLF, municipal solid waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, municipal solid waste",DE,"bottom ash, MSWI-WWT-SLF, municipal solid waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, municipal solid waste",DK,"bottom ash, MSWI-WWT-SLF, municipal solid waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, municipal solid waste",ES,"bottom ash, MSWI-WWT-SLF, municipal solid waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, municipal solid waste",FI,"bottom ash, MSWI-WWT-SLF, municipal solid waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, municipal solid waste",FR,"bottom ash, MSWI-WWT-SLF, municipal solid waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, municipal solid waste",GB,"bottom ash, MSWI-WWT-SLF, municipal solid waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, municipal solid waste",GR,"bottom ash, MSWI-WWT-SLF, municipal solid waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, municipal solid waste",HU,"bottom ash, MSWI-WWT-SLF, municipal solid waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, municipal solid waste",IS,"bottom ash, MSWI-WWT-SLF, municipal solid waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, municipal solid waste",IT,"bottom ash, MSWI-WWT-SLF, municipal solid waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, municipal solid waste",LT,"bottom ash, MSWI-WWT-SLF, municipal solid waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, municipal solid waste",NL,"bottom ash, MSWI-WWT-SLF, municipal solid waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, municipal solid waste",NO,"bottom ash, MSWI-WWT-SLF, municipal solid waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, municipal solid waste",PL,"bottom ash, MSWI-WWT-SLF, municipal solid waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, municipal solid waste",RoW,"bottom ash, MSWI-WWT-SLF, municipal solid waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, municipal solid waste",SE,"bottom ash, MSWI-WWT-SLF, municipal solid waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, municipal solid waste",SI,"bottom ash, MSWI-WWT-SLF, municipal solid waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, municipal solid waste",SK,"bottom ash, MSWI-WWT-SLF, municipal solid waste",0,1,0
"market for bottom ash, MSWI-WWT-SLF, refinery sludge",Europe without Switzerland,"bottom ash, MSWI-WWT-SLF, refinery sludge",0,1,0
"market for bottom ash, MSWI-WWT-SLF, refinery sludge",RoW,"bottom ash, MSWI-WWT-SLF, refinery sludge",0,1,0
"market for bottom ash, MSWI-WWT-SLF, residue from cooling tower",GLO,"bottom ash, MSWI-WWT-SLF, residue from cooling tower",0,1,0
"market for bottom ash, MSWI-WWT-SLF, sludge from pulp and paper production",Europe without Switzerland,"bottom ash, MSWI-WWT-SLF, sludge from pulp and paper production",0,1,0
"market for bottom ash, MSWI-WWT-SLF, sludge from pulp and paper production",RoW,"bottom ash, MSWI-WWT-SLF, sludge from pulp and paper production",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste aluminium",GLO,"bottom ash, MSWI-WWT-SLF, waste aluminium",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste asphalt",GLO,"bottom ash, MSWI-WWT-SLF, waste asphalt",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste bitumen",Europe without Switzerland,"bottom ash, MSWI-WWT-SLF, waste bitumen",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste bitumen",RoW,"bottom ash, MSWI-WWT-SLF, waste bitumen",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste emulsion paint",Europe without Switzerland,"bottom ash, MSWI-WWT-SLF, waste emulsion paint",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste emulsion paint",RoW,"bottom ash, MSWI-WWT-SLF, waste emulsion paint",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste glass",GLO,"bottom ash, MSWI-WWT-SLF, waste glass",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste graphical paper",GLO,"bottom ash, MSWI-WWT-SLF, waste graphical paper",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste gypsum",Europe without Switzerland,"bottom ash, MSWI-WWT-SLF, waste gypsum",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste gypsum",RoW,"bottom ash, MSWI-WWT-SLF, waste gypsum",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste packaging paper",GLO,"bottom ash, MSWI-WWT-SLF, waste packaging paper",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste paint",Europe without Switzerland,"bottom ash, MSWI-WWT-SLF, waste paint",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste paint",RoW,"bottom ash, MSWI-WWT-SLF, waste paint",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste paperboard",GLO,"bottom ash, MSWI-WWT-SLF, waste paperboard",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste plastic plaster",GLO,"bottom ash, MSWI-WWT-SLF, waste plastic plaster",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste plastic, mixture",GLO,"bottom ash, MSWI-WWT-SLF, waste plastic, mixture",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste polyethylene",GLO,"bottom ash, MSWI-WWT-SLF, waste polyethylene",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste polyethylene terephthalate",GLO,"bottom ash, MSWI-WWT-SLF, waste polyethylene terephthalate",0,1,0
"market for bottom ash, MSWI[F], waste polypropylene",CH,"bottom ash, MSWI[F], waste polypropylene",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste polystyrene",GLO,"bottom ash, MSWI-WWT-SLF, waste polystyrene",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste polyurethane",GLO,"bottom ash, MSWI-WWT-SLF, waste polyurethane",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste polyvinylchloride",GLO,"bottom ash, MSWI-WWT-SLF, waste polyvinylchloride",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste tin sheet",GLO,"bottom ash, MSWI-WWT-SLF, waste tin sheet",0,1,0
"market for bottom ash, MSWI-WWT-SLF, waste wood, untreated",GLO,"bottom ash, MSWI-WWT-SLF, waste wood, untreated",0,1,0
"market for bottom ash, MSWI-WWT-SLF, wood ash mixture, pure",Europe without Switzerland,"bottom ash, MSWI-WWT-SLF, wood ash mixture, pure",0,1,0
"market for bottom ash, MSWI-WWT-SLF, wood ash mixture, pure",RoW,"bottom ash, MSWI-WWT-SLF, wood ash mixture, pure",0,1,0
"market for bottom ash, MSWI-WWT-SLF[W], waste plastic, consumer electronics",GLO,"bottom ash, MSWI-WWT-SLF[W], waste plastic, consumer electronics",0,1,0
"market for bottom ash, MSWI-WWT[R], WW from anaerobic digestion of whey",GLO,"bottom ash, MSWI-WWT[R], WW from anaerobic digestion of whey",0,1,0
"market for bottom ash, MSWI-WWT[U], WW from lorry production",GLO,"bottom ash, MSWI-WWT[U], WW from lorry production",0,1,0
"market for bottom ash, MSWI[F], aluminium in car shredder residue",CH,"bottom ash, MSWI[F], aluminium in car shredder residue",0,1,0
"market for bottom ash, MSWI[F], biowaste",CH,"bottom ash, MSWI[F], biowaste",0,1,0
"market for bottom ash, MSWI[F], coating from waste CRT display",CH,"bottom ash, MSWI[F], coating from waste CRT display",0,1,0
"market for bottom ash, MSWI[F], copper in car shredder residue",CH,"bottom ash, MSWI[F], copper in car shredder residue",0,1,0
"market for bottom ash, MSWI[F], digester sludge",CH,"bottom ash, MSWI[F], digester sludge",0,1,0
"market for bottom ash, MSWI[F], hard coal ash",CH,"bottom ash, MSWI[F], hard coal ash",0,1,0
"market for bottom ash, MSWI[F], lead in car shredder residue",CH,"bottom ash, MSWI[F], lead in car shredder residue",0,1,0
"market for bottom ash, MSWI[F], lignite ash",CH,"bottom ash, MSWI[F], lignite ash",0,1,0
"market for bottom ash, MSWI[F], municipal solid waste",CH,"bottom ash, MSWI[F], municipal solid waste",0,1,0
"market for bottom ash, MSWI[F], raw sewage sludge",CH,"bottom ash, MSWI[F], raw sewage sludge",0,1,0
"market for bottom ash, MSWI[F], residue from mechanical treatment, CRT display",CH,"bottom ash, MSWI[F], residue from mechanical treatment, CRT display",0,1,0
"market for bottom ash, MSWI[F], residue from mechanical treatment, IT accessory",CH,"bottom ash, MSWI[F], residue from mechanical treatment, IT accessory",0,1,0
"market for bottom ash, MSWI[F], residue from mechanical treatment, LCD",CH,"bottom ash, MSWI[F], residue from mechanical treatment, LCD",0,1,0
"market for bottom ash, MSWI[F], residue from mechanical treatment, desktop computer",CH,"bottom ash, MSWI[F], residue from mechanical treatment, desktop computer",0,1,0
"market for bottom ash, MSWI[F], residue from mechanical treatment, industrial device",CH,"bottom ash, MSWI[F], residue from mechanical treatment, industrial device",0,1,0
"market for bottom ash, MSWI[F], residue from mechanical treatment, laptop computer",CH,"bottom ash, MSWI[F], residue from mechanical treatment, laptop computer",0,1,0
"market for bottom ash, MSWI[F], residue from mechanical treatment, laser printer",CH,"bottom ash, MSWI[F], residue from mechanical treatment, laser printer",0,1,0
"market for bottom ash, MSWI[F], residue from shredder fraction from manual dismantling",CH,"bottom ash, MSWI[F], residue from shredder fraction from manual dismantling",0,1,0
"market for bottom ash, MSWI[F], spent anion exchange resin from potable water production",CH,"bottom ash, MSWI[F], spent anion exchange resin from potable water production",0,1,0
"market for bottom ash, MSWI[F], spent cation exchange resin from potable water production",CH,"bottom ash, MSWI[F], spent cation exchange resin from potable water production",0,1,0
"market for bottom ash, MSWI[F], steel in car shredder residue",CH,"bottom ash, MSWI[F], steel in car shredder residue",0,1,0
"market for bottom ash, MSWI[F], used LCD module",CH,"bottom ash, MSWI[F], used LCD module",0,1,0
"market for bottom ash, MSWI[F], waste aluminium",CH,"bottom ash, MSWI[F], waste aluminium",0,1,0
"market for bottom ash, MSWI[F], waste bitumen sheet",CH,"bottom ash, MSWI[F], waste bitumen sheet",0,1,0
"market for bottom ash, MSWI[F], waste building wood, chrome preserved",CH,"bottom ash, MSWI[F], waste building wood, chrome preserved",0,1,0
"market for bottom ash, MSWI[F], waste cement-fibre slab, dismantled",CH,"bottom ash, MSWI[F], waste cement-fibre slab, dismantled",0,1,0
"market for bottom ash, MSWI[F], waste copper",CH,"bottom ash, MSWI[F], waste copper",0,1,0
"market for bottom ash, MSWI[F], waste emulsion paint",CH,"bottom ash, MSWI[F], waste emulsion paint",0,1,0
"market for bottom ash, MSWI[F], waste expanded polystyrene",CH,"bottom ash, MSWI[F], waste expanded polystyrene",0,1,0
"market for bottom ash, MSWI[F], waste glass",CH,"bottom ash, MSWI[F], waste glass",0,1,0
"market for bottom ash, MSWI[F], waste graphical paper",CH,"bottom ash, MSWI[F], waste graphical paper",0,1,0
"market for bottom ash, MSWI[F], waste newspaper",CH,"bottom ash, MSWI[F], waste newspaper",0,1,0
"market for bottom ash, MSWI[F], waste packaging paper",CH,"bottom ash, MSWI[F], waste packaging paper",0,1,0
"market for bottom ash, MSWI[F], waste paint",CH,"bottom ash, MSWI[F], waste paint",0,1,0
"market for bottom ash, MSWI[F], waste paperboard",CH,"bottom ash, MSWI[F], waste paperboard",0,1,0
"market for bottom ash, MSWI[F], waste plastic, consumer electronics",CH,"bottom ash, MSWI[F], waste plastic, consumer electronics",0,1,0
"market for bottom ash, MSWI[F], waste plastic, industrial electronics",CH,"bottom ash, MSWI[F], waste plastic, industrial electronics",0,1,0
"market for bottom ash, MSWI[F], waste plastic, mixture",CH,"bottom ash, MSWI[F], waste plastic, mixture",0,1,0
"market for bottom ash, MSWI[F], waste polyethylene",CH,"bottom ash, MSWI[F], waste polyethylene",0,1,0
"market for bottom ash, MSWI[F], waste polyethylene terephthalate",CH,"bottom ash, MSWI[F], waste polyethylene terephthalate",0,1,0
"market for leachate, SLF, waste polypropylene",CH,"leachate, SLF, waste polypropylene",0,1,0
"market for bottom ash, MSWI[F], waste polystyrene",CH,"bottom ash, MSWI[F], waste polystyrene",0,1,0
"market for bottom ash, MSWI[F], waste polyurethane",CH,"bottom ash, MSWI[F], waste polyurethane",0,1,0
"market for bottom ash, MSWI[F], waste polyvinylchloride",CH,"bottom ash, MSWI[F], waste polyvinylchloride",0,1,0
"market for bottom ash, MSWI[F], waste polyvinylfluoride",CH,"bottom ash, MSWI[F], waste polyvinylfluoride",0,1,0
"market for bottom ash, MSWI[F], waste rubber, unspecified",CH,"bottom ash, MSWI[F], waste rubber, unspecified",0,1,0
"market for bottom ash, MSWI[F], waste sealing sheet, polyethylene",CH,"bottom ash, MSWI[F], waste sealing sheet, polyethylene",0,1,0
"market for bottom ash, MSWI[F], waste sealing sheet, polyvinylchloride",CH,"bottom ash, MSWI[F], waste sealing sheet, polyvinylchloride",0,1,0
"market for bottom ash, MSWI[F], waste steel",CH,"bottom ash, MSWI[F], waste steel",0,1,0
"market for bottom ash, MSWI[F], waste textile, soiled",CH,"bottom ash, MSWI[F], waste textile, soiled",0,1,0
"market for bottom ash, MSWI[F], waste tin sheet",CH,"bottom ash, MSWI[F], waste tin sheet",0,1,0
"market for bottom ash, MSWI[F], waste vapour barrier, flame-retarded",CH,"bottom ash, MSWI[F], waste vapour barrier, flame-retarded",0,1,0
"market for bottom ash, MSWI[F], waste wire plastic",CH,"bottom ash, MSWI[F], waste wire plastic",0,1,0
"market for bottom ash, MSWI[F], waste wood pole, chrome preserved",CH,"bottom ash, MSWI[F], waste wood pole, chrome preserved",0,1,0
"market for bottom ash, MSWI[F], waste wood, untreated",CH,"bottom ash, MSWI[F], waste wood, untreated",0,1,0
"market for bottom ash, MSWI[F], wood ash mixture, pure",CH,"bottom ash, MSWI[F], wood ash mixture, pure",0,1,0
"market for bottom ash, MSWI[F], zinc in car shredder residue",CH,"bottom ash, MSWI[F], zinc in car shredder residue",0,1,0
"market for bottom ash, MSWI[F]-WWT, WW from CRT production",CH,"bottom ash, MSWI[F]-WWT, WW from CRT production",0,1,0
"market for bottom ash, MSWI[F]-WWT, WW from LCD backlight production",CH,"bottom ash, MSWI[F]-WWT, WW from LCD backlight production",0,1,0
"market for bottom ash, MSWI[F]-WWT, WW from LCD production",CH,"bottom ash, MSWI[F]-WWT, WW from LCD production",0,1,0
"market for bottom ash, MSWI[F]-WWT, WW from PV cell production",CH,"bottom ash, MSWI[F]-WWT, WW from PV cell production",0,1,0
"market for bottom ash, MSWI[F]-WWT, WW from black chrome coating",CH,"bottom ash, MSWI[F]-WWT, WW from black chrome coating",0,1,0
"market for bottom ash, MSWI[F]-WWT, WW from ceramic production",CH,"bottom ash, MSWI[F]-WWT, WW from ceramic production",0,1,0
"market for bottom ash, MSWI[F]-WWT, WW from concrete production",CH,"bottom ash, MSWI[F]-WWT, WW from concrete production",0,1,0
"market for bottom ash, MSWI[F]-WWT, WW from glass production",CH,"bottom ash, MSWI[F]-WWT, WW from glass production",0,1,0
"market for bottom ash, MSWI[F]-WWT, WW from grass refinery",CH,"bottom ash, MSWI[F]-WWT, WW from grass refinery",0,1,0
"market for bottom ash, MSWI[F]-WWT, WW from liquid crystal production",CH,"bottom ash, MSWI[F]-WWT, WW from liquid crystal production",0,1,0
"market for bottom ash, MSWI[F]-WWT, WW from maize starch production",CH,"bottom ash, MSWI[F]-WWT, WW from maize starch production",0,1,0
"market for bottom ash, MSWI[F]-WWT, WW from pig iron production",CH,"bottom ash, MSWI[F]-WWT, WW from pig iron production",0,1,0
"market for bottom ash, MSWI[F]-WWT, WW from plywood production",CH,"bottom ash, MSWI[F]-WWT, WW from plywood production",0,1,0
"market for bottom ash, MSWI[F]-WWT, WW from potato starch production",CH,"bottom ash, MSWI[F]-WWT, WW from potato starch production",0,1,0
"market for bottom ash, MSWI[F]-WWT, WW from soft fibreboard production",CH,"bottom ash, MSWI[F]-WWT, WW from soft fibreboard production",0,1,0
"market for bottom ash, MSWI[F]-WWT, WW from tube collector production",CH,"bottom ash, MSWI[F]-WWT, WW from tube collector production",0,1,0
"market for bottom ash, MSWI[F]-WWT, WW from wafer fabrication",CH,"bottom ash, MSWI[F]-WWT, WW from wafer fabrication",0,1,0
"market for bottom ash, MSWI[F]-WWT, WW, average",CH,"bottom ash, MSWI[F]-WWT, WW, average",0,1,0
"market for bottom ash, MSWI[F]-WWT, condensate from light oil boiler",CH,"bottom ash, MSWI[F]-WWT, condensate from light oil boiler",0,1,0
"market for bottom ash, MSWI[F]-WWT, heat carrier liquid, 40% C3H8O2",CH,"bottom ash, MSWI[F]-WWT, heat carrier liquid, 40% C3H8O2",0,1,0
"market for bottom ash, MSWI[F]-WWT, rainwater mineral oil storage",CH,"bottom ash, MSWI[F]-WWT, rainwater mineral oil storage",0,1,0
"market for bottom ash, MSWI[F]-WWT-SLF, refinery sludge",CH,"bottom ash, MSWI[F]-WWT-SLF, refinery sludge",0,1,0
"market for bottom ash, MSWI[F]-WWT-SLF, residue from cooling tower",CH,"bottom ash, MSWI[F]-WWT-SLF, residue from cooling tower",0,1,0
"market for bottom ash, MSWI[F]-WWT-SLF, sludge from pulp and paper production",CH,"bottom ash, MSWI[F]-WWT-SLF, sludge from pulp and paper production",0,1,0
